Date,Number of Orders,Status of Order, Total CBV ,Service,,,,Data Dictionary
2016-02-03,68030,Cancelled,"  1,497,976,480 ",GO-RIDE,,,,
2016-02-03,6610,Cancelled,"  254,441,460 ",GO-SEND,,,,
2016-02-03,9830,Cancelled,"  253,127,420 ",GO-SHOP,,,,
2016-02-03,430,Cancelled,  -   ,GO-TIX,,,,
2016-02-03,660,Completed,"  250,832,400 ",GO-BOX,,,,
2016-02-03,130,Completed,"  22,495,200 ",GO-CLEAN,,,,
2016-02-03,72900,Completed,"  1,230,611,200 ",GO-FOOD,,,,
2016-02-03,60,Completed,"  9,738,820 ",GO-GLAM,,,,
2016-02-03,190,Completed,"  4,067,700 ",GO-KILAT,,,,
2016-02-03,2170,Completed,"  30,357,600 ",GO-MART,,,,
2016-02-03,300,Completed,"  56,272,580 ",GO-MASSAGE,,,,
2016-02-03,412100,Completed,"  8,433,406,800 ",GO-RIDE,,,,
2016-02-03,43790,Completed,"  1,585,276,420 ",GO-SEND,,,,
2016-02-03,19710,Completed,"  482,656,720 ",GO-SHOP,,,,
2016-02-03,90,Completed,"  72,800 ",GO-TIX,,,,
2016-02-03,140,Failed/Timeout,"  1,268,813 ",GO-TIX,,,,
2016-02-03,40,No Driver Found,"  35,842,625 ",GO-BOX,,,,
2016-02-03,150,No Driver Found,"  3,094,000 ",GO-FOOD,,,,
2016-02-03,20,No Driver Found,"  3,749,200 ",GO-GLAM,,,,
2016-02-03,30,No Driver Found,"  546,000 ",GO-KILAT,,,,
2016-02-03,0,No Driver Found,"  928,200 ",GO-MASSAGE,,,,
2016-02-03,46030,No Driver Found,"  966,900,480 ",GO-RIDE,,,,
2016-02-03,3140,No Driver Found,"  115,460,800 ",GO-SEND,,,,
2016-02-03,60,No Driver Found,"  1,701,700 ",GO-SHOP,,,,
2016-02-03,0,Other,"  1,528,800 ",GO-BOX,,,,
2016-02-03,30,Other,"  3,983,980 ",GO-CLEAN,,,,
2016-02-03,10,Other,"  127,400 ",GO-FOOD,,,,
2016-02-03,0,Other,"  154,700 ",GO-GLAM,,,,
2016-02-03,0,Other,"  664,300 ",GO-MASSAGE,,,,
2016-02-03,50,Other,"  1,070,160 ",GO-RIDE,,,,
2016-02-03,0,Other,"  67,340 ",GO-SEND,,,,
2016-02-04,330,Cancelled,"  155,125,425 ",GO-BOX,,,,
2016-02-04,20,Cancelled,"  3,594,500 ",GO-CLEAN,,,,
2016-02-04,21410,Cancelled,"  380,170,700 ",GO-FOOD,,,,
2016-02-04,10,Cancelled,"  837,200 ",GO-GLAM,,,,
2016-02-04,20,Cancelled,"  354,900 ",GO-KILAT,,,,
2016-02-04,1040,Cancelled,"  14,505,400 ",GO-MART,,,,
2016-02-04,60,Cancelled,"  11,598,860 ",GO-MASSAGE,,,,
2016-02-04,60540,Cancelled,"  1,320,320,820 ",GO-RIDE,,,,
2016-02-04,6630,Cancelled,"  255,739,120 ",GO-SEND,,,,
2016-02-04,8560,Cancelled,"  212,188,340 ",GO-SHOP,,,,
2016-02-04,380,Cancelled,  -   ,GO-TIX,,,,
2016-02-04,660,Completed,"  238,826,315 ",GO-BOX,,,,
2016-02-04,100,Completed,"  17,508,400 ",GO-CLEAN,,,,
2016-02-04,72450,Completed,"  1,214,385,900 ",GO-FOOD,,,,
2016-02-04,60,Completed,"  9,545,900 ",GO-GLAM,,,,
2016-02-04,180,Completed,"  3,849,300 ",GO-KILAT,,,,
2016-02-04,2200,Completed,"  30,812,600 ",GO-MART,,,,
2016-02-04,360,Completed,"  67,653,040 ",GO-MASSAGE,,,,
2016-02-04,412320,Completed,"  8,350,016,220 ",GO-RIDE,,,,
2016-02-04,45800,Completed,"  1,662,167,780 ",GO-SEND,,,,
2016-02-04,19070,Completed,"  467,487,020 ",GO-SHOP,,,,
2016-02-04,150,Completed,"  194,285 ",GO-TIX,,,,
2016-02-04,70,Failed/Timeout,"  230,230 ",GO-TIX,,,,
2016-02-04,40,No Driver Found,"  24,890,775 ",GO-BOX,,,,
2016-02-04,0,No Driver Found,"  345,800 ",GO-CLEAN,,,,
2016-02-04,90,No Driver Found,"  1,810,900 ",GO-FOOD,,,,
2016-02-04,30,No Driver Found,"  6,570,200 ",GO-GLAM,,,,
2016-02-04,50,No Driver Found,"  1,037,400 ",GO-KILAT,,,,
2016-02-04,10,No Driver Found,"  1,410,500 ",GO-MASSAGE,,,,
2016-02-04,41120,No Driver Found,"  842,093,980 ",GO-RIDE,,,,
2016-02-04,4350,No Driver Found,"  158,771,340 ",GO-SEND,,,,
2016-02-04,20,No Driver Found,"  939,120 ",GO-SHOP,,,,
2016-02-04,20,Other,"  2,325,960 ",GO-CLEAN,,,,
2016-02-04,0,Other,"  27,300 ",GO-FOOD,,,,
2016-02-04,0,Other,"  21,840 ",GO-RIDE,,,,
2016-02-05,340,Cancelled,"  227,981,390 ",GO-BOX,,,,
2016-02-05,30,Cancelled,"  4,313,400 ",GO-CLEAN,,,,
2016-02-05,20230,Cancelled,"  354,463,200 ",GO-FOOD,,,,
2016-02-05,10,Cancelled,"  1,847,300 ",GO-GLAM,,,,
2016-02-05,20,Cancelled,"  409,500 ",GO-KILAT,,,,
2016-02-05,860,Cancelled,"  12,030,200 ",GO-MART,,,,
2016-02-05,40,Cancelled,"  8,521,240 ",GO-MASSAGE,,,,
2016-02-05,94780,Cancelled,"  2,056,916,680 ",GO-RIDE,,,,
2016-02-05,9730,Cancelled,"  372,963,500 ",GO-SEND,,,,
2016-02-05,8810,Cancelled,"  236,314,260 ",GO-SHOP,,,,
2016-02-05,350,Cancelled,  -   ,GO-TIX,,,,
2016-02-05,810,Completed,"  323,747,515 ",GO-BOX,,,,
2016-02-05,120,Completed,"  20,303,920 ",GO-CLEAN,,,,
2016-02-05,73220,Completed,"  1,228,008,600 ",GO-FOOD,,,,
2016-02-05,80,Completed,"  14,605,500 ",GO-GLAM,,,,
2016-02-05,180,Completed,"  3,849,300 ",GO-KILAT,,,,
2016-02-05,1900,Completed,"  26,608,400 ",GO-MART,,,,
2016-02-05,280,Completed,"  56,978,740 ",GO-MASSAGE,,,,
2016-02-05,468570,Completed,"  9,571,554,720 ",GO-RIDE,,,,
2016-02-05,54760,Completed,"  2,011,851,660 ",GO-SEND,,,,
2016-02-05,19030,Completed,"  473,234,580 ",GO-SHOP,,,,
2016-02-05,180,Completed,"  109,610 ",GO-TIX,,,,
2016-02-05,80,Failed/Timeout,"  745,654 ",GO-TIX,,,,
2016-02-05,50,No Driver Found,"  37,276,330 ",GO-BOX,,,,
2016-02-05,0,No Driver Found,"  218,400 ",GO-CLEAN,,,,
2016-02-05,50,No Driver Found,"  964,600 ",GO-FOOD,,,,
2016-02-05,40,No Driver Found,"  7,538,440 ",GO-GLAM,,,,
2016-02-05,10,No Driver Found,"  218,400 ",GO-KILAT,,,,
2016-02-05,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-02-05,0,No Driver Found,"  436,800 ",GO-MASSAGE,,,,
2016-02-05,34610,No Driver Found,"  715,880,620 ",GO-RIDE,,,,
2016-02-05,3110,No Driver Found,"  110,186,440 ",GO-SEND,,,,
2016-02-05,20,No Driver Found,"  586,040 ",GO-SHOP,,,,
2016-02-05,30,Other,"  5,208,840 ",GO-CLEAN,,,,
2016-02-05,0,Other,"  72,800 ",GO-FOOD,,,,
2016-02-05,50,Other,"  982,800 ",GO-RIDE,,,,
2016-02-05,0,Other,"  103,740 ",GO-SEND,,,,
2016-02-06,400,Cancelled,"  195,415,220 ",GO-BOX,,,,
2016-02-06,50,Cancelled,"  7,622,160 ",GO-CLEAN,,,,
2016-02-06,18860,Cancelled,"  327,600,000 ",GO-FOOD,,,,
2016-02-06,40,Cancelled,"  5,274,360 ",GO-GLAM,,,,
2016-02-06,10,Cancelled,"  245,700 ",GO-KILAT,,,,
2016-02-06,840,Cancelled,"  11,739,000 ",GO-MART,,,,
2016-02-06,80,Cancelled,"  14,760,200 ",GO-MASSAGE,,,,
2016-02-06,44650,Cancelled,"  1,018,646,720 ",GO-RIDE,,,,
2016-02-06,5640,Cancelled,"  222,578,720 ",GO-SEND,,,,
2016-02-06,7860,Cancelled,"  207,916,800 ",GO-SHOP,,,,
2016-02-06,350,Cancelled,  -   ,GO-TIX,,,,
2016-02-06,740,Completed,"  286,062,140 ",GO-BOX,,,,
2016-02-06,240,Completed,"  42,507,920 ",GO-CLEAN,,,,
2016-02-06,80990,Completed,"  1,337,154,000 ",GO-FOOD,,,,
2016-02-06,110,Completed,"  17,472,000 ",GO-GLAM,,,,
2016-02-06,90,Completed,"  1,911,000 ",GO-KILAT,,,,
2016-02-06,2120,Completed,"  29,720,600 ",GO-MART,,,,
2016-02-06,480,Completed,"  89,860,680 ",GO-MASSAGE,,,,
2016-02-06,288110,Completed,"  6,021,169,700 ",GO-RIDE,,,,
2016-02-06,39540,Completed,"  1,456,092,820 ",GO-SEND,,,,
2016-02-06,18730,Completed,"  463,037,120 ",GO-SHOP,,,,
2016-02-06,250,Completed,"  415,506 ",GO-TIX,,,,
2016-02-06,40,Failed/Timeout,"  251,160 ",GO-TIX,,,,
2016-02-06,70,No Driver Found,"  57,750,420 ",GO-BOX,,,,
2016-02-06,0,No Driver Found,"  618,800 ",GO-CLEAN,,,,
2016-02-06,80,No Driver Found,"  1,765,400 ",GO-FOOD,,,,
2016-02-06,70,No Driver Found,"  13,213,200 ",GO-GLAM,,,,
2016-02-06,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-02-06,10,No Driver Found,"  1,965,600 ",GO-MASSAGE,,,,
2016-02-06,950,No Driver Found,"  23,998,520 ",GO-RIDE,,,,
2016-02-06,220,No Driver Found,"  8,273,720 ",GO-SEND,,,,
2016-02-06,20,No Driver Found,"  564,200 ",GO-SHOP,,,,
2016-02-06,40,Other,"  5,496,400 ",GO-CLEAN,,,,
2016-02-06,0,Other,"  54,600 ",GO-RIDE,,,,
2016-02-07,260,Cancelled,"  136,109,155 ",GO-BOX,,,,
2016-02-07,30,Cancelled,"  4,115,020 ",GO-CLEAN,,,,
2016-02-07,19130,Cancelled,"  330,093,400 ",GO-FOOD,,,,
2016-02-07,20,Cancelled,"  2,457,000 ",GO-GLAM,,,,
2016-02-07,800,Cancelled,"  11,138,400 ",GO-MART,,,,
2016-02-07,90,Cancelled,"  17,160,780 ",GO-MASSAGE,,,,
2016-02-07,30940,Cancelled,"  712,344,360 ",GO-RIDE,,,,
2016-02-07,3910,Cancelled,"  153,351,380 ",GO-SEND,,,,
2016-02-07,7190,Cancelled,"  180,374,740 ",GO-SHOP,,,,
2016-02-07,270,Cancelled,  -   ,GO-TIX,,,,
2016-02-07,670,Completed,"  247,287,950 ",GO-BOX,,,,
2016-02-07,190,Completed,"  32,166,680 ",GO-CLEAN,,,,
2016-02-07,76840,Completed,"  1,278,459,000 ",GO-FOOD,,,,
2016-02-07,100,Completed,"  14,742,000 ",GO-GLAM,,,,
2016-02-07,20,Completed,"  409,500 ",GO-KILAT,,,,
2016-02-07,2180,Completed,"  30,521,400 ",GO-MART,,,,
2016-02-07,540,Completed,"  102,749,920 ",GO-MASSAGE,,,,
2016-02-07,190750,Completed,"  4,012,168,160 ",GO-RIDE,,,,
2016-02-07,28320,Completed,"  1,027,828,620 ",GO-SEND,,,,
2016-02-07,16330,Completed,"  393,671,460 ",GO-SHOP,,,,
2016-02-07,210,Completed,"  167,577 ",GO-TIX,,,,
2016-02-07,40,Failed/Timeout,"  37,037 ",GO-TIX,,,,
2016-02-07,40,No Driver Found,"  29,051,295 ",GO-BOX,,,,
2016-02-07,10,No Driver Found,"  682,500 ",GO-CLEAN,,,,
2016-02-07,50,No Driver Found,"  1,001,000 ",GO-FOOD,,,,
2016-02-07,70,No Driver Found,"  11,653,460 ",GO-GLAM,,,,
2016-02-07,20,No Driver Found,"  2,256,800 ",GO-MASSAGE,,,,
2016-02-07,790,No Driver Found,"  22,568,000 ",GO-RIDE,,,,
2016-02-07,130,No Driver Found,"  4,932,200 ",GO-SEND,,,,
2016-02-07,40,No Driver Found,"  1,066,520 ",GO-SHOP,,,,
2016-02-07,50,Other,"  8,854,300 ",GO-CLEAN,,,,
2016-02-08,220,Cancelled,"  108,353,700 ",GO-BOX,,,,
2016-02-08,20,Cancelled,"  2,548,000 ",GO-CLEAN,,,,
2016-02-08,21040,Cancelled,"  365,146,600 ",GO-FOOD,,,,
2016-02-08,20,Cancelled,"  2,912,000 ",GO-GLAM,,,,
2016-02-08,0,Cancelled,"  54,600 ",GO-KILAT,,,,
2016-02-08,820,Cancelled,"  11,411,400 ",GO-MART,,,,
2016-02-08,110,Cancelled,"  20,778,940 ",GO-MASSAGE,,,,
2016-02-08,31600,Cancelled,"  724,430,980 ",GO-RIDE,,,,
2016-02-08,2620,Cancelled,"  98,658,560 ",GO-SEND,,,,
2016-02-08,7190,Cancelled,"  176,782,060 ",GO-SHOP,,,,
2016-02-08,250,Cancelled,  -   ,GO-TIX,,,,
2016-02-08,510,Completed,"  189,593,495 ",GO-BOX,,,,
2016-02-08,130,Completed,"  20,853,560 ",GO-CLEAN,,,,
2016-02-08,78040,Completed,"  1,293,100,900 ",GO-FOOD,,,,
2016-02-08,100,Completed,"  16,239,860 ",GO-GLAM,,,,
2016-02-08,20,Completed,"  518,700 ",GO-KILAT,,,,
2016-02-08,2270,Completed,"  31,777,200 ",GO-MART,,,,
2016-02-08,560,Completed,"  103,461,540 ",GO-MASSAGE,,,,
2016-02-08,166390,Completed,"  3,546,042,500 ",GO-RIDE,,,,
2016-02-08,17690,Completed,"  638,954,680 ",GO-SEND,,,,
2016-02-08,14500,Completed,"  340,456,480 ",GO-SHOP,,,,
2016-02-08,0,Completed,"  27,300 ",GO-TIX,,,,
2016-02-08,10,Failed/Timeout,"  213,850 ",GO-TIX,,,,
2016-02-08,20,No Driver Found,"  17,163,510 ",GO-BOX,,,,
2016-02-08,0,No Driver Found,"  718,900 ",GO-CLEAN,,,,
2016-02-08,100,No Driver Found,"  2,156,700 ",GO-FOOD,,,,
2016-02-08,10,No Driver Found,"  2,338,700 ",GO-GLAM,,,,
2016-02-08,30,No Driver Found,"  4,013,100 ",GO-MASSAGE,,,,
2016-02-08,1290,No Driver Found,"  31,682,560 ",GO-RIDE,,,,
2016-02-08,180,No Driver Found,"  5,731,180 ",GO-SEND,,,,
2016-02-08,40,No Driver Found,"  986,440 ",GO-SHOP,,,,
2016-02-08,40,Other,"  6,539,260 ",GO-CLEAN,,,,
2016-02-09,270,Cancelled,"  125,634,600 ",GO-BOX,,,,
2016-02-09,10,Cancelled,"  1,537,900 ",GO-CLEAN,,,,
2016-02-09,18580,Cancelled,"  321,157,200 ",GO-FOOD,,,,
2016-02-09,20,Cancelled,"  3,075,800 ",GO-GLAM,,,,
2016-02-09,10,Cancelled,"  273,000 ",GO-KILAT,,,,
2016-02-09,690,Cancelled,"  9,591,400 ",GO-MART,,,,
2016-02-09,70,Cancelled,"  13,777,400 ",GO-MASSAGE,,,,
2016-02-09,80960,Cancelled,"  1,713,216,960 ",GO-RIDE,,,,
2016-02-09,5420,Cancelled,"  206,071,320 ",GO-SEND,,,,
2016-02-09,7680,Cancelled,"  194,650,820 ",GO-SHOP,,,,
2016-02-09,260,Cancelled,  -   ,GO-TIX,,,,
2016-02-09,460,Completed,"  181,104,560 ",GO-BOX,,,,
2016-02-09,130,Completed,"  21,781,760 ",GO-CLEAN,,,,
2016-02-09,66890,Completed,"  1,112,220,200 ",GO-FOOD,,,,
2016-02-09,60,Completed,"  8,981,700 ",GO-GLAM,,,,
2016-02-09,150,Completed,"  3,221,400 ",GO-KILAT,,,,
2016-02-09,1960,Completed,"  27,391,000 ",GO-MART,,,,
2016-02-09,340,Completed,"  64,994,020 ",GO-MASSAGE,,,,
2016-02-09,374240,Completed,"  7,659,377,180 ",GO-RIDE,,,,
2016-02-09,34100,Completed,"  1,239,907,760 ",GO-SEND,,,,
2016-02-09,16340,Completed,"  396,385,080 ",GO-SHOP,,,,
2016-02-09,10,Completed,"  26,800 ",GO-TIX,,,,
2016-02-09,30,Failed/Timeout,"  63,200 ",GO-TIX,,,,
2016-02-09,20,No Driver Found,"  12,554,360 ",GO-BOX,,,,
2016-02-09,10,No Driver Found,"  1,255,800 ",GO-CLEAN,,,,
2016-02-09,50,No Driver Found,"  955,500 ",GO-FOOD,,,,
2016-02-09,10,No Driver Found,"  2,151,240 ",GO-GLAM,,,,
2016-02-09,0,No Driver Found,"  81,900 ",GO-KILAT,,,,
2016-02-09,10,No Driver Found,"  72,800 ",GO-MART,,,,
2016-02-09,10,No Driver Found,"  764,400 ",GO-MASSAGE,,,,
2016-02-09,50020,No Driver Found,"  1,000,535,900 ",GO-RIDE,,,,
2016-02-09,1630,No Driver Found,"  56,250,740 ",GO-SEND,,,,
2016-02-09,20,No Driver Found,"  560,560 ",GO-SHOP,,,,
2016-02-09,10,Other,"  1,122,940 ",GO-CLEAN,,,,
2016-02-09,0,Other,"  27,300 ",GO-FOOD,,,,
2016-02-09,0,Other,"  49,140 ",GO-RIDE,,,,
2016-02-10,240,Cancelled,"  106,758,470 ",GO-BOX,,,,
2016-02-10,10,Cancelled,"  793,520 ",GO-CLEAN,,,,
2016-02-10,20580,Cancelled,"  362,007,100 ",GO-FOOD,,,,
2016-02-10,10,Cancelled,"  1,079,260 ",GO-GLAM,,,,
2016-02-10,10,Cancelled,"  245,700 ",GO-KILAT,,,,
2016-02-10,820,Cancelled,"  11,538,800 ",GO-MART,,,,
2016-02-10,50,Cancelled,"  9,864,400 ",GO-MASSAGE,,,,
2016-02-10,64450,Cancelled,"  1,397,006,520 ",GO-RIDE,,,,
2016-02-10,5780,Cancelled,"  225,281,420 ",GO-SEND,,,,
2016-02-10,8720,Cancelled,"  219,579,360 ",GO-SHOP,,,,
2016-02-10,440,Cancelled,  -   ,GO-TIX,,,,
2016-02-10,530,Completed,"  201,145,490 ",GO-BOX,,,,
2016-02-10,110,Completed,"  17,988,880 ",GO-CLEAN,,,,
2016-02-10,68370,Completed,"  1,153,270,300 ",GO-FOOD,,,,
2016-02-10,50,Completed,"  8,049,860 ",GO-GLAM,,,,
2016-02-10,220,Completed,"  4,695,600 ",GO-KILAT,,,,
2016-02-10,1940,Completed,"  27,172,600 ",GO-MART,,,,
2016-02-10,340,Completed,"  62,542,480 ",GO-MASSAGE,,,,
2016-02-10,405780,Completed,"  8,166,083,380 ",GO-RIDE,,,,
2016-02-10,37640,Completed,"  1,366,476,020 ",GO-SEND,,,,
2016-02-10,16820,Completed,"  408,449,860 ",GO-SHOP,,,,
2016-02-10,360,Completed,"  389,116 ",GO-TIX,,,,
2016-02-10,30,Failed/Timeout,"  91,000 ",GO-TIX,,,,
2016-02-10,20,No Driver Found,"  8,954,400 ",GO-BOX,,,,
2016-02-10,10,No Driver Found,"  718,900 ",GO-CLEAN,,,,
2016-02-10,330,No Driver Found,"  6,916,000 ",GO-FOOD,,,,
2016-02-10,20,No Driver Found,"  2,990,260 ",GO-GLAM,,,,
2016-02-10,0,No Driver Found,"  81,900 ",GO-KILAT,,,,
2016-02-10,0,No Driver Found,"  436,800 ",GO-MASSAGE,,,,
2016-02-10,15800,No Driver Found,"  322,329,280 ",GO-RIDE,,,,
2016-02-10,860,No Driver Found,"  27,835,080 ",GO-SEND,,,,
2016-02-10,70,No Driver Found,"  1,712,620 ",GO-SHOP,,,,
2016-02-10,10,Other,"  1,992,900 ",GO-CLEAN,,,,
2016-02-11,300,Cancelled,"  136,953,635 ",GO-BOX,,,,
2016-02-11,10,Cancelled,"  728,000 ",GO-CLEAN,,,,
2016-02-11,19780,Cancelled,"  347,410,700 ",GO-FOOD,,,,
2016-02-11,10,Cancelled,"  1,747,200 ",GO-GLAM,,,,
2016-02-11,10,Cancelled,"  191,100 ",GO-KILAT,,,,
2016-02-11,1020,Cancelled,"  14,323,400 ",GO-MART,,,,
2016-02-11,60,Cancelled,"  12,294,100 ",GO-MASSAGE,,,,
2016-02-11,75840,Cancelled,"  1,638,939,120 ",GO-RIDE,,,,
2016-02-11,5230,Cancelled,"  197,948,660 ",GO-SEND,,,,
2016-02-11,7530,Cancelled,"  202,740,720 ",GO-SHOP,,,,
2016-02-11,570,Cancelled,  -   ,GO-TIX,,,,
2016-02-11,630,Completed,"  232,698,830 ",GO-BOX,,,,
2016-02-11,90,Completed,"  14,831,180 ",GO-CLEAN,,,,
2016-02-11,67120,Completed,"  1,120,665,000 ",GO-FOOD,,,,
2016-02-11,40,Completed,"  6,643,000 ",GO-GLAM,,,,
2016-02-11,210,Completed,"  4,368,000 ",GO-KILAT,,,,
2016-02-11,2110,Completed,"  29,575,000 ",GO-MART,,,,
2016-02-11,360,Completed,"  68,723,200 ",GO-MASSAGE,,,,
2016-02-11,400990,Completed,"  8,123,551,800 ",GO-RIDE,,,,
2016-02-11,38460,Completed,"  1,389,495,380 ",GO-SEND,,,,
2016-02-11,15710,Completed,"  388,444,420 ",GO-SHOP,,,,
2016-02-11,670,Completed,"  369,460 ",GO-TIX,,,,
2016-02-11,50,Failed/Timeout,  -   ,GO-TIX,,,,
2016-02-11,20,No Driver Found,"  11,200,280 ",GO-BOX,,,,
2016-02-11,0,No Driver Found,"  673,400 ",GO-CLEAN,,,,
2016-02-11,30,No Driver Found,"  546,000 ",GO-FOOD,,,,
2016-02-11,10,No Driver Found,"  2,821,000 ",GO-GLAM,,,,
2016-02-11,0,No Driver Found,"  54,600 ",GO-KILAT,,,,
2016-02-11,0,No Driver Found,"  18,200 ",GO-MART,,,,
2016-02-11,20,No Driver Found,"  2,229,500 ",GO-MASSAGE,,,,
2016-02-11,26510,No Driver Found,"  545,106,380 ",GO-RIDE,,,,
2016-02-11,1120,No Driver Found,"  39,361,140 ",GO-SEND,,,,
2016-02-11,40,No Driver Found,"  1,308,580 ",GO-SHOP,,,,
2016-02-11,10,Other,"  800,800 ",GO-CLEAN,,,,
2016-02-11,0,Other,"  27,300 ",GO-FOOD,,,,
2016-02-11,0,Other,"  209,300 ",GO-MASSAGE,,,,
2016-02-11,0,Other,"  49,140 ",GO-RIDE,,,,
2016-02-12,320,Cancelled,"  147,883,645 ",GO-BOX,,,,
2016-02-12,20,Cancelled,"  2,932,020 ",GO-CLEAN,,,,
2016-02-12,19080,Cancelled,"  331,858,800 ",GO-FOOD,,,,
2016-02-12,20,Cancelled,"  4,495,400 ",GO-GLAM,,,,
2016-02-12,10,Cancelled,"  218,400 ",GO-KILAT,,,,
2016-02-12,940,Cancelled,"  13,213,200 ",GO-MART,,,,
2016-02-12,60,Cancelled,"  10,155,600 ",GO-MASSAGE,,,,
2016-02-12,99170,Cancelled,"  2,098,070,520 ",GO-RIDE,,,,
2016-02-12,6210,Cancelled,"  231,937,160 ",GO-SEND,,,,
2016-02-12,6550,Cancelled,"  185,103,100 ",GO-SHOP,,,,
2016-02-12,440,Cancelled,  -   ,GO-TIX,,,,
2016-02-12,650,Completed,"  271,241,425 ",GO-BOX,,,,
2016-02-12,110,Completed,"  18,452,980 ",GO-CLEAN,,,,
2016-02-12,70720,Completed,"  1,173,299,400 ",GO-FOOD,,,,
2016-02-12,80,Completed,"  14,014,000 ",GO-GLAM,,,,
2016-02-12,200,Completed,"  4,122,300 ",GO-KILAT,,,,
2016-02-12,2160,Completed,"  30,303,000 ",GO-MART,,,,
2016-02-12,340,Completed,"  65,418,080 ",GO-MASSAGE,,,,
2016-02-12,414340,Completed,"  8,419,370,960 ",GO-RIDE,,,,
2016-02-12,40020,Completed,"  1,444,135,420 ",GO-SEND,,,,
2016-02-12,15260,Completed,"  377,979,420 ",GO-SHOP,,,,
2016-02-12,520,Completed,"  17,063 ",GO-TIX,,,,
2016-02-12,40,Failed/Timeout,"  51,188 ",GO-TIX,,,,
2016-02-12,40,No Driver Found,"  29,817,060 ",GO-BOX,,,,
2016-02-12,140,No Driver Found,"  2,666,300 ",GO-FOOD,,,,
2016-02-12,40,No Driver Found,"  5,780,320 ",GO-GLAM,,,,
2016-02-12,10,No Driver Found,"  300,300 ",GO-KILAT,,,,
2016-02-12,0,No Driver Found,"  36,400 ",GO-MART,,,,
2016-02-12,10,No Driver Found,"  2,129,400 ",GO-MASSAGE,,,,
2016-02-12,70980,No Driver Found,"  1,453,896,080 ",GO-RIDE,,,,
2016-02-12,3880,No Driver Found,"  137,597,460 ",GO-SEND,,,,
2016-02-12,120,No Driver Found,"  4,338,880 ",GO-SHOP,,,,
2016-02-12,0,Other,"  118,300 ",GO-CLEAN,,,,
2016-02-12,10,Other,"  154,700 ",GO-FOOD,,,,
2016-02-12,40,Other,"  740,740 ",GO-RIDE,,,,
2016-02-12,0,Other,"  85,540 ",GO-SEND,,,,
2016-02-12,0,Other,"  40,040 ",GO-SHOP,,,,
2016-02-13,290,Cancelled,"  128,291,345 ",GO-BOX,,,,
2016-02-13,20,Cancelled,"  3,596,320 ",GO-CLEAN,,,,
2016-02-13,18280,Cancelled,"  321,366,500 ",GO-FOOD,,,,
2016-02-13,30,Cancelled,"  4,531,800 ",GO-GLAM,,,,
2016-02-13,10,Cancelled,"  273,000 ",GO-KILAT,,,,
2016-02-13,1010,Cancelled,"  14,177,800 ",GO-MART,,,,
2016-02-13,90,Cancelled,"  16,270,800 ",GO-MASSAGE,,,,
2016-02-13,39840,Cancelled,"  894,548,200 ",GO-RIDE,,,,
2016-02-13,3550,Cancelled,"  136,558,240 ",GO-SEND,,,,
2016-02-13,5360,Cancelled,"  157,333,540 ",GO-SHOP,,,,
2016-02-13,330,Cancelled,  -   ,GO-TIX,,,,
2016-02-13,820,Completed,"  315,785,015 ",GO-BOX,,,,
2016-02-13,210,Completed,"  34,052,200 ",GO-CLEAN,,,,
2016-02-13,79080,Completed,"  1,302,810,600 ",GO-FOOD,,,,
2016-02-13,140,Completed,"  22,882,860 ",GO-GLAM,,,,
2016-02-13,120,Completed,"  2,429,700 ",GO-KILAT,,,,
2016-02-13,2480,Completed,"  34,725,600 ",GO-MART,,,,
2016-02-13,610,Completed,"  113,826,440 ",GO-MASSAGE,,,,
2016-02-13,312470,Completed,"  6,430,573,240 ",GO-RIDE,,,,
2016-02-13,31690,Completed,"  1,159,520,180 ",GO-SEND,,,,
2016-02-13,14160,Completed,"  358,487,220 ",GO-SHOP,,,,
2016-02-13,270,Completed,"  124,852 ",GO-TIX,,,,
2016-02-13,50,Failed/Timeout,"  538,356 ",GO-TIX,,,,
2016-02-13,40,No Driver Found,"  26,665,730 ",GO-BOX,,,,
2016-02-13,0,No Driver Found,"  118,300 ",GO-CLEAN,,,,
2016-02-13,50,No Driver Found,"  1,064,700 ",GO-FOOD,,,,
2016-02-13,40,No Driver Found,"  6,151,600 ",GO-GLAM,,,,
2016-02-13,10,No Driver Found,"  637,000 ",GO-MASSAGE,,,,
2016-02-13,780,No Driver Found,"  20,023,640 ",GO-RIDE,,,,
2016-02-13,110,No Driver Found,"  3,965,780 ",GO-SEND,,,,
2016-02-13,40,No Driver Found,"  1,051,960 ",GO-SHOP,,,,
2016-02-13,10,Other,"  784,420 ",GO-CLEAN,,,,
2016-02-13,0,Other,"  21,840 ",GO-RIDE,,,,
2016-02-13,0,Other,"  27,300 ",GO-SEND,,,,
2016-02-14,290,Cancelled,"  146,771,170 ",GO-BOX,,,,
2016-02-14,10,Cancelled,"  2,056,600 ",GO-CLEAN,,,,
2016-02-14,19930,Cancelled,"  351,323,700 ",GO-FOOD,,,,
2016-02-14,40,Cancelled,"  3,530,800 ",GO-GLAM,,,,
2016-02-14,10,Cancelled,"  109,200 ",GO-KILAT,,,,
2016-02-14,1450,Cancelled,"  20,293,000 ",GO-MART,,,,
2016-02-14,130,Cancelled,"  22,540,700 ",GO-MASSAGE,,,,
2016-02-14,31690,Cancelled,"  720,925,660 ",GO-RIDE,,,,
